,INTERSECTION,CAMERAID,ADDRESS,VIOLATION_DATE,VIOLATIONS,X,Y,LATITUDE,LONGITUDE,LOCATION,month,year,day,year_month,weekday,SEGMENTID,speed_seg
32458,PERSHING AND WESTERN,2114,2400 W PERSHING ROAD,2014-12-12,4,1160957.773623189,1878793.434193427,41.82309676,-87.685018951,"(41.823096759999999, -87.685018951000004)",12,2014,12,2014-12,4,502,26.057142857142857
32487,87TH AND VINCENNES,2412,8700 S VINCENNES,2014-12-12,3,1172026.328989535,1847142.4966437758,41.736006565,-87.645341819,"(41.736006564999997, -87.645341818999995)",12,2014,12,2014-12,4,258,19.658333333333335
34366,CANAL AND ROOSEVELT,2291,1200 S CANAL STREET,2014-12-13,1,1173268.771030949,1894952.6348787318,41.867175125,-87.63937581299999,"(41.867175125000003, -87.639375812999987)",12,2014,13,2014-12,5,227,20.00925925925926
256764,PULASKI AND 79TH,2492,7900 S PULASKI ROAD,2014-12-13,3,1151054.87395657,1851842.663854121,41.749339,-87.72205209100001,"(41.749338999999999, -87.722052091000009)",12,2014,13,2014-12,5,440,29.460176991150444
276229,COTTAGE GROVE AND 95TH,2602,9500 S COTTAGE GROVE,2014-12-13,6,1183531.307692447,1842122.3021087432,41.721970465,-87.60334804,"(41.721970464999998, -87.60334804)",12,2014,13,2014-12,5,457,29.09090909090909
30424,STATE AND 79TH,2654,1 E 79TH STREET,2014-12-13,18,1177680.113652821,1852598.313477786,41.750852095999996,-87.624463832,"(41.750852095999996, -87.624463832000004)",12,2014,13,2014-12,5,411,19.2
31457,87TH AND VINCENNES,2412,8700 S VINCENNES,2014-12-13,1,1172026.328989535,1847142.4966437758,41.736006565,-87.645341819,"(41.736006564999997, -87.645341818999995)",12,2014,13,2014-12,5,258,19.763636363636362
37102,87TH AND VINCENNES,2412,8700 S VINCENNES,2014-12-14,3,1172026.328989535,1847142.4966437758,41.736006565,-87.645341819,"(41.736006564999997, -87.645341818999995)",12,2014,14,2014-12,6,258,19.367346938775512
39034,CANAL AND ROOSEVELT,2291,1200 S CANAL STREET,2014-12-14,3,1173268.771030949,1894952.6348787318,41.867175125,-87.63937581299999,"(41.867175125000003, -87.639375812999987)",12,2014,14,2014-12,6,227,22.495412844036696
247340,COTTAGE GROVE AND 95TH,2602,9500 S COTTAGE GROVE,2014-12-14,3,1183531.307692447,1842122.3021087432,41.721970465,-87.60334804,"(41.721970464999998, -87.60334804)",12,2014,14,2014-12,6,457,29.661290322580644
39031,STATE AND 79TH,2654,1 E 79TH STREET,2014-12-14,16,1177680.113652821,1852598.313477786,41.750852095999996,-87.624463832,"(41.750852095999996, -87.624463832000004)",12,2014,14,2014-12,6,411,19.863636363636363
260983,PULASKI AND 79TH,2492,7900 S PULASKI ROAD,2014-12-15,1,1151054.87395657,1851842.663854121,41.749339,-87.72205209100001,"(41.749338999999999, -87.722052091000009)",12,2014,15,2014-12,0,440,27.953703703703702
41784,STATE AND 79TH,2654,1 E 79TH STREET,2014-12-15,10,1177680.113652821,1852598.313477786,41.750852095999996,-87.624463832,"(41.750852095999996, -87.624463832000004)",12,2014,15,2014-12,0,411,19.353383458646615
257260,COTTAGE GROVE AND 95TH,2602,9500 S COTTAGE GROVE,2014-12-15,2,1183531.307692447,1842122.3021087432,41.721970465,-87.60334804,"(41.721970464999998, -87.60334804)",12,2014,15,2014-12,0,457,31.025
41807,87TH AND VINCENNES,2412,8700 S VINCENNES,2014-12-15,3,1172026.328989535,1847142.4966437758,41.736006565,-87.645341819,"(41.736006564999997, -87.645341818999995)",12,2014,15,2014-12,0,258,19.728
42228,STATE AND 79TH,2654,1 E 79TH STREET,2014-12-16,13,1177680.113652821,1852598.313477786,41.750852095999996,-87.624463832,"(41.750852095999996, -87.624463832000004)",12,2014,16,2014-12,1,411,19.7007299270073
272379,COTTAGE GROVE AND 95TH,2602,9500 S COTTAGE GROVE,2014-12-16,5,1183531.307692447,1842122.3021087432,41.721970465,-87.60334804,"(41.721970464999998, -87.60334804)",12,2014,16,2014-12,1,457,29.522727272727273
42211,CANAL AND ROOSEVELT,2291,1200 S CANAL STREET,2014-12-16,9,1173268.771030949,1894952.6348787318,41.867175125,-87.63937581299999,"(41.867175125000003, -87.639375812999987)",12,2014,16,2014-12,1,227,21.65811965811966
41964,87TH AND VINCENNES,2412,8700 S VINCENNES,2014-12-16,1,1172026.328989535,1847142.4966437758,41.736006565,-87.645341819,"(41.736006564999997, -87.645341818999995)",12,2014,16,2014-12,1,258,18.557377049180328
279119,PULASKI AND 79TH,2492,7900 S PULASKI ROAD,2014-12-16,2,1151054.87395657,1851842.663854121,41.749339,-87.72205209100001,"(41.749338999999999, -87.722052091000009)",12,2014,16,2014-12,1,440,28.02912621359223
42066,PERSHING AND WESTERN,2114,2400 W PERSHING ROAD,2014-12-16,2,1160957.773623189,1878793.434193427,41.82309676,-87.685018951,"(41.823096759999999, -87.685018951000004)",12,2014,16,2014-12,1,502,26.1
42298,CANAL AND ROOSEVELT,2291,1200 S CANAL STREET,2014-12-17,1,1173268.771030949,1894952.6348787318,41.867175125,-87.63937581299999,"(41.867175125000003, -87.639375812999987)",12,2014,17,2014-12,2,227,21.52755905511811
42461,STATE AND 79TH,2654,1 E 79TH STREET,2014-12-17,9,1177680.113652821,1852598.313477786,41.750852095999996,-87.624463832,"(41.750852095999996, -87.624463832000004)",12,2014,17,2014-12,2,411,19.639705882352942
255079,COTTAGE GROVE AND 95TH,2602,9500 S COTTAGE GROVE,2014-12-17,2,1183531.307692447,1842122.3021087432,41.721970465,-87.60334804,"(41.721970464999998, -87.60334804)",12,2014,17,2014-12,2,457,30.34065934065934
270893,PULASKI AND 79TH,2492,7900 S PULASKI ROAD,2014-12-17,4,1151054.87395657,1851842.663854121,41.749339,-87.72205209100001,"(41.749338999999999, -87.722052091000009)",12,2014,17,2014-12,2,440,27.514285714285716
42517,PERSHING AND WESTERN,2114,2400 W PERSHING ROAD,2014-12-17,2,1160957.773623189,1878793.434193427,41.82309676,-87.685018951,"(41.823096759999999, -87.685018951000004)",12,2014,17,2014-12,2,502,25.132075471698112
42737,PERSHING AND WESTERN,2114,2400 W PERSHING ROAD,2014-12-18,2,1160957.773623189,1878793.434193427,41.82309676,-87.685018951,"(41.823096759999999, -87.685018951000004)",12,2014,18,2014-12,3,502,24.633928571428573
257237,PULASKI AND 79TH,2492,7900 S PULASKI ROAD,2014-12-18,2,1151054.87395657,1851842.663854121,41.749339,-87.72205209100001,"(41.749338999999999, -87.722052091000009)",12,2014,18,2014-12,3,440,27.774509803921568
42613,CANAL AND ROOSEVELT,2291,1200 S CANAL STREET,2014-12-18,4,1173268.771030949,1894952.6348787318,41.867175125,-87.63937581299999,"(41.867175125000003, -87.639375812999987)",12,2014,18,2014-12,3,227,22.66949152542373
274369,COTTAGE GROVE AND 95TH,2602,9500 S COTTAGE GROVE,2014-12-18,2,1183531.307692447,1842122.3021087432,41.721970465,-87.60334804,"(41.721970464999998, -87.60334804)",12,2014,18,2014-12,3,457,29.95294117647059
42691,STATE AND 79TH,2654,1 E 79TH STREET,2014-12-18,13,1177680.113652821,1852598.313477786,41.750852095999996,-87.624463832,"(41.750852095999996, -87.624463832000004)",12,2014,18,2014-12,3,411,19.43846153846154
42673,87TH AND VINCENNES,2412,8700 S VINCENNES,2014-12-18,2,1172026.328989535,1847142.4966437758,41.736006565,-87.645341819,"(41.736006564999997, -87.645341818999995)",12,2014,18,2014-12,3,258,19.712
45091,CANAL AND ROOSEVELT,2291,1200 S CANAL STREET,2014-12-19,7,1173268.771030949,1894952.6348787318,41.867175125,-87.63937581299999,"(41.867175125000003, -87.639375812999987)",12,2014,19,2014-12,4,227,21.801724137931036
42940,PERSHING AND WESTERN,2114,2400 W PERSHING ROAD,2014-12-19,2,1160957.773623189,1878793.434193427,41.82309676,-87.685018951,"(41.823096759999999, -87.685018951000004)",12,2014,19,2014-12,4,502,25.36190476190476
245198,COTTAGE GROVE AND 95TH,2602,9500 S COTTAGE GROVE,2014-12-19,2,1183531.307692447,1842122.3021087432,41.721970465,-87.60334804,"(41.721970464999998, -87.60334804)",12,2014,19,2014-12,4,457,28.788235294117648
42842,87TH AND VINCENNES,2412,8700 S VINCENNES,2014-12-19,3,1172026.328989535,1847142.4966437758,41.736006565,-87.645341819,"(41.736006564999997, -87.645341818999995)",12,2014,19,2014-12,4,258,19.588709677419356
273537,PULASKI AND 79TH,2492,7900 S PULASKI ROAD,2014-12-19,2,1151054.87395657,1851842.663854121,41.749339,-87.72205209100001,"(41.749338999999999, -87.722052091000009)",12,2014,19,2014-12,4,440,28.11214953271028
42901,STATE AND 79TH,2654,1 E 79TH STREET,2014-12-19,13,1177680.113652821,1852598.313477786,41.750852095999996,-87.624463832,"(41.750852095999996, -87.624463832000004)",12,2014,19,2014-12,4,411,19.15909090909091
255058,COTTAGE GROVE AND 95TH,2602,9500 S COTTAGE GROVE,2014-12-20,7,1183531.307692447,1842122.3021087432,41.721970465,-87.60334804,"(41.721970464999998, -87.60334804)",12,2014,20,2014-12,5,457,28.34426229508197
263892,PULASKI AND 79TH,2492,7900 S PULASKI ROAD,2014-12-20,2,1151054.87395657,1851842.663854121,41.749339,-87.72205209100001,"(41.749338999999999, -87.722052091000009)",12,2014,20,2014-12,5,440,30.10576923076923
43630,PERSHING AND WESTERN,2114,2400 W PERSHING ROAD,2014-12-20,1,1160957.773623189,1878793.434193427,41.82309676,-87.685018951,"(41.823096759999999, -87.685018951000004)",12,2014,20,2014-12,5,502,26.23469387755102
43892,87TH AND VINCENNES,2412,8700 S VINCENNES,2014-12-20,6,1172026.328989535,1847142.4966437758,41.736006565,-87.645341819,"(41.736006564999997, -87.645341818999995)",12,2014,20,2014-12,5,258,19.575221238938052
43553,STATE AND 79TH,2654,1 E 79TH STREET,2014-12-20,3,1177680.113652821,1852598.313477786,41.750852095999996,-87.624463832,"(41.750852095999996, -87.624463832000004)",12,2014,20,2014-12,5,411,19.75
43418,CANAL AND ROOSEVELT,2291,1200 S CANAL STREET,2014-12-20,5,1173268.771030949,1894952.6348787318,41.867175125,-87.63937581299999,"(41.867175125000003, -87.639375812999987)",12,2014,20,2014-12,5,227,21.716814159292035
277758,PULASKI AND 79TH,2492,7900 S PULASKI ROAD,2014-12-21,1,1151054.87395657,1851842.663854121,41.749339,-87.72205209100001,"(41.749338999999999, -87.722052091000009)",12,2014,21,2014-12,6,440,28.59259259259259
43199,STATE AND 79TH,2654,1 E 79TH STREET,2014-12-21,11,1177680.113652821,1852598.313477786,41.750852095999996,-87.624463832,"(41.750852095999996, -87.624463832000004)",12,2014,21,2014-12,6,411,20.707070707070706
43163,87TH AND VINCENNES,2412,8700 S VINCENNES,2014-12-21,6,1172026.328989535,1847142.4966437758,41.736006565,-87.645341819,"(41.736006564999997, -87.645341818999995)",12,2014,21,2014-12,6,258,20.240963855421686
275267,COTTAGE GROVE AND 95TH,2602,9500 S COTTAGE GROVE,2014-12-21,8,1183531.307692447,1842122.3021087432,41.721970465,-87.60334804,"(41.721970464999998, -87.60334804)",12,2014,21,2014-12,6,457,29.127659574468087
43463,CANAL AND ROOSEVELT,2291,1200 S CANAL STREET,2014-12-21,3,1173268.771030949,1894952.6348787318,41.867175125,-87.63937581299999,"(41.867175125000003, -87.639375812999987)",12,2014,21,2014-12,6,227,22.714285714285715
256006,COTTAGE GROVE AND 95TH,2602,9500 S COTTAGE GROVE,2014-12-22,2,1183531.307692447,1842122.3021087432,41.721970465,-87.60334804,"(41.721970464999998, -87.60334804)",12,2014,22,2014-12,0,457,29.04705882352941
263199,PULASKI AND 79TH,2492,7900 S PULASKI ROAD,2014-12-22,1,1151054.87395657,1851842.663854121,41.749339,-87.72205209100001,"(41.749338999999999, -87.722052091000009)",12,2014,22,2014-12,0,440,26.980392156862745
43263,87TH AND VINCENNES,2412,8700 S VINCENNES,2014-12-22,5,1172026.328989535,1847142.4966437758,41.736006565,-87.645341819,"(41.736006564999997, -87.645341818999995)",12,2014,22,2014-12,0,258,19.661290322580644
43357,STATE AND 79TH,2654,1 E 79TH STREET,2014-12-22,13,1177680.113652821,1852598.313477786,41.750852095999996,-87.624463832,"(41.750852095999996, -87.624463832000004)",12,2014,22,2014-12,0,411,19.022900763358777
43608,PERSHING AND WESTERN,2114,2400 W PERSHING ROAD,2014-12-22,1,1160957.773623189,1878793.434193427,41.82309676,-87.685018951,"(41.823096759999999, -87.685018951000004)",12,2014,22,2014-12,0,502,24.62037037037037
43576,CANAL AND ROOSEVELT,2291,1200 S CANAL STREET,2014-12-22,3,1173268.771030949,1894952.6348787318,41.867175125,-87.63937581299999,"(41.867175125000003, -87.639375812999987)",12,2014,22,2014-12,0,227,21.017094017094017
43972,STATE AND 79TH,2654,1 E 79TH STREET,2014-12-23,14,1177680.113652821,1852598.313477786,41.750852095999996,-87.624463832,"(41.750852095999996, -87.624463832000004)",12,2014,23,2014-12,1,411,19.515151515151516
43955,PERSHING AND WESTERN,2114,2400 W PERSHING ROAD,2014-12-23,2,1160957.773623189,1878793.434193427,41.82309676,-87.685018951,"(41.823096759999999, -87.685018951000004)",12,2014,23,2014-12,1,502,24.964601769911503
250751,PULASKI AND 79TH,2492,7900 S PULASKI ROAD,2014-12-23,3,1151054.87395657,1851842.663854121,41.749339,-87.72205209100001,"(41.749338999999999, -87.722052091000009)",12,2014,23,2014-12,1,440,28.30392156862745
261601,COTTAGE GROVE AND 95TH,2602,9500 S COTTAGE GROVE,2014-12-23,4,1183531.307692447,1842122.3021087432,41.721970465,-87.60334804,"(41.721970464999998, -87.60334804)",12,2014,23,2014-12,1,457,30.524390243902438
44059,87TH AND VINCENNES,2412,8700 S VINCENNES,2014-12-23,6,1172026.328989535,1847142.4966437758,41.736006565,-87.645341819,"(41.736006564999997, -87.645341818999995)",12,2014,23,2014-12,1,258,20.43801652892562
44263,STATE AND 79TH,2654,1 E 79TH STREET,2014-12-24,11,1177680.113652821,1852598.313477786,41.750852095999996,-87.624463832,"(41.750852095999996, -87.624463832000004)",12,2014,24,2014-12,2,411,17.992481203007518
44313,87TH AND VINCENNES,2412,8700 S VINCENNES,2014-12-24,5,1172026.328989535,1847142.4966437758,41.736006565,-87.645341819,"(41.736006564999997, -87.645341818999995)",12,2014,24,2014-12,2,258,20.024193548387096
277699,COTTAGE GROVE AND 95TH,2602,9500 S COTTAGE GROVE,2014-12-24,7,1183531.307692447,1842122.3021087432,41.721970465,-87.60334804,"(41.721970464999998, -87.60334804)",12,2014,24,2014-12,2,457,29.46590909090909
44217,CANAL AND ROOSEVELT,2291,1200 S CANAL STREET,2014-12-24,2,1173268.771030949,1894952.6348787318,41.867175125,-87.63937581299999,"(41.867175125000003, -87.639375812999987)",12,2014,24,2014-12,2,227,20.858333333333334
44541,87TH AND VINCENNES,2412,8700 S VINCENNES,2014-12-25,3,1172026.328989535,1847142.4966437758,41.736006565,-87.645341819,"(41.736006564999997, -87.645341818999995)",12,2014,25,2014-12,3,258,20.34375
249473,COTTAGE GROVE AND 95TH,2602,9500 S COTTAGE GROVE,2014-12-25,4,1183531.307692447,1842122.3021087432,41.721970465,-87.60334804,"(41.721970464999998, -87.60334804)",12,2014,25,2014-12,3,457,31.688524590163933
252106,PULASKI AND 79TH,2492,7900 S PULASKI ROAD,2014-12-25,1,1151054.87395657,1851842.663854121,41.749339,-87.72205209100001,"(41.749338999999999, -87.722052091000009)",12,2014,25,2014-12,3,440,25.784313725490197
44351,STATE AND 79TH,2654,1 E 79TH STREET,2014-12-25,14,1177680.113652821,1852598.313477786,41.750852095999996,-87.624463832,"(41.750852095999996, -87.624463832000004)",12,2014,25,2014-12,3,411,19.529411764705884
44876,CANAL AND ROOSEVELT,2291,1200 S CANAL STREET,2014-12-26,7,1173268.771030949,1894952.6348787318,41.867175125,-87.63937581299999,"(41.867175125000003, -87.639375812999987)",12,2014,26,2014-12,4,227,21.578512396694215
262945,COTTAGE GROVE AND 95TH,2602,9500 S COTTAGE GROVE,2014-12-26,7,1183531.307692447,1842122.3021087432,41.721970465,-87.60334804,"(41.721970464999998, -87.60334804)",12,2014,26,2014-12,4,457,30.271604938271604
44965,STATE AND 79TH,2654,1 E 79TH STREET,2014-12-26,21,1177680.113652821,1852598.313477786,41.750852095999996,-87.624463832,"(41.750852095999996, -87.624463832000004)",12,2014,26,2014-12,4,411,19.18320610687023
250711,PULASKI AND 79TH,2492,7900 S PULASKI ROAD,2014-12-26,1,1151054.87395657,1851842.663854121,41.749339,-87.72205209100001,"(41.749338999999999, -87.722052091000009)",12,2014,26,2014-12,4,440,27.285714285714285
44816,87TH AND VINCENNES,2412,8700 S VINCENNES,2014-12-26,9,1172026.328989535,1847142.4966437758,41.736006565,-87.645341819,"(41.736006564999997, -87.645341818999995)",12,2014,26,2014-12,4,258,19.801652892561982
252144,COTTAGE GROVE AND 95TH,2602,9500 S COTTAGE GROVE,2014-12-27,3,1183531.307692447,1842122.3021087432,41.721970465,-87.60334804,"(41.721970464999998, -87.60334804)",12,2014,27,2014-12,5,457,29.8135593220339
264843,PULASKI AND 79TH,2492,7900 S PULASKI ROAD,2014-12-27,2,1151054.87395657,1851842.663854121,41.749339,-87.72205209100001,"(41.749338999999999, -87.722052091000009)",12,2014,27,2014-12,5,440,26.756756756756758
45193,CANAL AND ROOSEVELT,2291,1200 S CANAL STREET,2014-12-27,6,1173268.771030949,1894952.6348787318,41.867175125,-87.63937581299999,"(41.867175125000003, -87.639375812999987)",12,2014,27,2014-12,5,227,22.560344827586206
45162,PERSHING AND WESTERN,2114,2400 W PERSHING ROAD,2014-12-27,1,1160957.773623189,1878793.434193427,41.82309676,-87.685018951,"(41.823096759999999, -87.685018951000004)",12,2014,27,2014-12,5,502,26.25
44927,87TH AND VINCENNES,2412,8700 S VINCENNES,2014-12-27,8,1172026.328989535,1847142.4966437758,41.736006565,-87.645341819,"(41.736006564999997, -87.645341818999995)",12,2014,27,2014-12,5,258,19.47422680412371
45130,STATE AND 79TH,2654,1 E 79TH STREET,2014-12-27,18,1177680.113652821,1852598.313477786,41.750852095999996,-87.624463832,"(41.750852095999996, -87.624463832000004)",12,2014,27,2014-12,5,411,19.03076923076923
45403,PERSHING AND WESTERN,2114,2400 W PERSHING ROAD,2014-12-28,1,1160957.773623189,1878793.434193427,41.82309676,-87.685018951,"(41.823096759999999, -87.685018951000004)",12,2014,28,2014-12,6,502,27.177777777777777
259309,COTTAGE GROVE AND 95TH,2602,9500 S COTTAGE GROVE,2014-12-28,5,1183531.307692447,1842122.3021087432,41.721970465,-87.60334804,"(41.721970464999998, -87.60334804)",12,2014,28,2014-12,6,457,30.571428571428573
45449,CANAL AND ROOSEVELT,2291,1200 S CANAL STREET,2014-12-28,3,1173268.771030949,1894952.6348787318,41.867175125,-87.63937581299999,"(41.867175125000003, -87.639375812999987)",12,2014,28,2014-12,6,227,22.65137614678899
45440,STATE AND 79TH,2654,1 E 79TH STREET,2014-12-28,18,1177680.113652821,1852598.313477786,41.750852095999996,-87.624463832,"(41.750852095999996, -87.624463832000004)",12,2014,28,2014-12,6,411,20.302325581395348
45250,87TH AND VINCENNES,2412,8700 S VINCENNES,2014-12-28,6,1172026.328989535,1847142.4966437758,41.736006565,-87.645341819,"(41.736006564999997, -87.645341818999995)",12,2014,28,2014-12,6,258,20.92156862745098
249702,PULASKI AND 79TH,2492,7900 S PULASKI ROAD,2014-12-28,2,1151054.87395657,1851842.663854121,41.749339,-87.72205209100001,"(41.749338999999999, -87.722052091000009)",12,2014,28,2014-12,6,440,27.177570093457945
45678,PERSHING AND WESTERN,2114,2400 W PERSHING ROAD,2014-12-29,3,1160957.773623189,1878793.434193427,41.82309676,-87.685018951,"(41.823096759999999, -87.685018951000004)",12,2014,29,2014-12,0,502,24.603603603603602
45667,STATE AND 79TH,2654,1 E 79TH STREET,2014-12-29,23,1177680.113652821,1852598.313477786,41.750852095999996,-87.624463832,"(41.750852095999996, -87.624463832000004)",12,2014,29,2014-12,0,411,19.30534351145038
45722,87TH AND VINCENNES,2412,8700 S VINCENNES,2014-12-29,7,1172026.328989535,1847142.4966437758,41.736006565,-87.645341819,"(41.736006564999997, -87.645341818999995)",12,2014,29,2014-12,0,258,19.619834710743802
259656,COTTAGE GROVE AND 95TH,2602,9500 S COTTAGE GROVE,2014-12-29,3,1183531.307692447,1842122.3021087432,41.721970465,-87.60334804,"(41.721970464999998, -87.60334804)",12,2014,29,2014-12,0,457,29.107142857142858
45733,CANAL AND ROOSEVELT,2291,1200 S CANAL STREET,2014-12-29,5,1173268.771030949,1894952.6348787318,41.867175125,-87.63937581299999,"(41.867175125000003, -87.639375812999987)",12,2014,29,2014-12,0,227,21.462809917355372
279177,PULASKI AND 79TH,2492,7900 S PULASKI ROAD,2014-12-29,1,1151054.87395657,1851842.663854121,41.749339,-87.72205209100001,"(41.749338999999999, -87.722052091000009)",12,2014,29,2014-12,0,440,27.114285714285714
46004,STATE AND 79TH,2654,1 E 79TH STREET,2014-12-30,21,1177680.113652821,1852598.313477786,41.750852095999996,-87.624463832,"(41.750852095999996, -87.624463832000004)",12,2014,30,2014-12,1,411,19.380597014925375
45788,87TH AND VINCENNES,2412,8700 S VINCENNES,2014-12-30,7,1172026.328989535,1847142.4966437758,41.736006565,-87.645341819,"(41.736006564999997, -87.645341818999995)",12,2014,30,2014-12,1,258,19.966666666666665
45761,CANAL AND ROOSEVELT,2291,1200 S CANAL STREET,2014-12-30,9,1173268.771030949,1894952.6348787318,41.867175125,-87.63937581299999,"(41.867175125000003, -87.639375812999987)",12,2014,30,2014-12,1,227,22.458333333333332
260115,COTTAGE GROVE AND 95TH,2602,9500 S COTTAGE GROVE,2014-12-30,1,1183531.307692447,1842122.3021087432,41.721970465,-87.60334804,"(41.721970464999998, -87.60334804)",12,2014,30,2014-12,1,457,30.783132530120483
250593,PULASKI AND 79TH,2492,7900 S PULASKI ROAD,2014-12-30,2,1151054.87395657,1851842.663854121,41.749339,-87.72205209100001,"(41.749338999999999, -87.722052091000009)",12,2014,30,2014-12,1,440,28.452830188679247
