,Unnamed: 0,Neighborhood,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1,closed,closed_date,coordinates,duplicate_verified,lat,long,mobile_web_status,open,override_duplicate,requested_datetime,sap_problem_type,service_name,status_description
129,787,University City,787.0,11552.0,11552.0,0.0,,32.85460624473184-117.20459985039714,0.0,32.8546062447,-117.20459985,In process,1.0,1.0,2017-04-25T09:15:00,Pothole,Pothole,Assigned
130,790,Miramar Ranch North,790.0,11658.0,11658.0,0.0,,32.93433021555078-117.073447405947,0.0,32.9343302156,-117.073447406,In process,1.0,0.0,2017-04-24T21:26:00,Pothole,Pothole,Acknowledged
131,792,Mountain View,792.0,11669.0,11669.0,0.0,,32.68896689269584-117.10245524863038,0.0,32.6889668927,-117.102455249,In process,1.0,0.0,2017-04-24T20:40:00,Pothole,Pothole,Assigned
132,807,Pacific Beach,807.0,11895.0,11895.0,0.0,,32.81252217973497-117.25059316820624,0.0,32.8125221797,-117.250593168,In process,1.0,0.0,2017-04-24T13:19:00,Pothole,Pothole,Assigned
133,810,North Park,810.0,11970.0,11970.0,0.0,,32.75221684454028-117.12893485972492,0.0,32.7522168445,-117.12893486,In process,1.0,0.0,2017-04-24T10:32:00,Pothole,Pothole,Assigned
134,812,San Carlos,812.0,12034.0,12034.0,0.0,,32.80855709736017-117.05161045619978,0.0,32.8085570974,-117.051610456,In process,1.0,0.0,2017-04-24T08:03:00,Pothole,Pothole,Acknowledged
135,841,Clairemont Mesa West,841.0,12532.0,12532.0,0.0,,32.815896-117.187739,0.0,32.815896,-117.187739,In process,1.0,0.0,2017-04-22T17:12:00,Pothole,Pothole,Assigned
136,842,Normal Heights,842.0,12548.0,12548.0,0.0,,32.759125-117.1234583333333,0.0,32.759125,-117.12345833299999,In process,1.0,0.0,2017-04-22T16:17:00,Pothole,Pothole,Assigned
137,854,Cortez,854.0,12708.0,12708.0,0.0,,32.72192403677173-117.1601139475751,0.0,32.7219240368,-117.16011394799999,In process,1.0,1.0,2017-04-22T08:53:00,Pothole,Pothole,Acknowledged
138,864,Pacific Beach,864.0,12848.0,12848.0,0.0,,32.78488954339357-117.23403622453175,0.0,32.7848895434,-117.234036225,In process,1.0,0.0,2017-04-21T15:55:00,Pothole,Pothole,Assigned
139,865,Normal Heights,865.0,12876.0,12876.0,0.0,,32.76335802621166-117.12175283613851,0.0,32.7633580262,-117.121752836,In process,1.0,0.0,2017-04-21T14:58:00,Pothole,Pothole,Assigned
140,892,Mission Bay,892.0,13364.0,13364.0,0.0,,32.7904422-117.20776339999997,0.0,32.7904422,-117.2077634,In process,1.0,1.0,2017-04-20T12:19:00,Pothole,Pothole,Assigned
141,899,San Pasqual,899.0,13482.0,13482.0,0.0,,33.08618028427324-116.99075756405541,0.0,33.0861802843,-116.99075756399999,In process,1.0,1.0,2017-04-20T09:13:00,Pothole,Pothole,Assigned
142,921,La Jolla Shores,921.0,13626.0,13626.0,0.0,,32.86120434910574-117.2533434209369,0.0,32.8612043491,-117.253343421,In process,1.0,0.0,2017-04-19T21:45:00,Pothole,Pothole,Assigned
143,929,Clairemont Mesa East,929.0,13736.0,13736.0,0.0,,32.816298-117.176151,1.0,32.816297999999996,-117.176151,In process,1.0,1.0,2017-04-19T17:05:00,Pothole,Pothole,Assigned
144,940,Pacific Beach,940.0,13975.0,13975.0,0.0,,32.8114253494383-117.23454436079383,0.0,32.811425349400004,-117.234544361,In process,1.0,0.0,2017-04-19T10:57:00,Pothole,Pothole,Assigned
145,953,Pacific Beach,953.0,14369.0,14369.0,0.0,,32.809568-117.219695,0.0,32.809568,-117.219695,In process,1.0,1.0,2017-04-18T12:32:00,Pothole,Pothole,Assigned
146,956,Torrey Preserve,956.0,14447.0,14447.0,0.0,,32.90172-117.224754,0.0,32.901720000000005,-117.224754,In process,1.0,1.0,2017-04-18T09:52:00,Pothole,Pothole,Assigned
147,959,Kearny Mesa,959.0,14598.0,14598.0,0.0,,32.823541-117.155458,0.0,32.823541,-117.15545800000001,In process,1.0,0.0,2017-04-17T21:06:00,Pothole,Pothole,Assigned
148,961,Clairemont Mesa East,961.0,14689.0,14689.0,0.0,,32.8059696217283-117.17366392543943,0.0,32.8059696217,-117.173663925,In process,1.0,0.0,2017-04-17T17:33:00,Pothole,Pothole,Assigned
149,962,College West,962.0,14694.0,14694.0,0.0,,32.763577-117.079956,0.0,32.763577000000005,-117.07995600000001,In process,1.0,0.0,2017-04-17T17:25:00,Pothole,Pothole,Assigned
150,980,Mira Mesa,980.0,15060.0,15060.0,0.0,,32.908737-117.164174,0.0,32.908737,-117.164174,In process,1.0,0.0,2017-04-17T07:23:00,Pothole,Pothole,Assigned
151,989,Mission Valley West,989.0,15330.0,15330.0,0.0,,32.765658-117.168266,0.0,32.765658,-117.16826599999999,In process,1.0,1.0,2017-04-15T21:02:00,Pothole,Pothole,Acknowledged
152,990,Chollas Creek,990.0,15363.0,15363.0,0.0,,32.74489672986221-117.0825368859952,0.0,32.7448967299,-117.082536886,In process,1.0,0.0,2017-04-15T18:45:00,Pothole,Pothole,Assigned
153,991,City Heights,991.0,15404.0,15404.0,0.0,,32.74937191981147-117.1038882249194,0.0,32.7493719198,-117.103888225,In process,1.0,0.0,2017-04-15T14:53:00,Pothole,Pothole,Assigned
154,997,Clairemont Mesa East,997.0,15577.0,15577.0,0.0,,32.831604-117.175779,0.0,32.831604,-117.175779,In process,1.0,0.0,2017-04-14T18:14:00,Pothole,Pothole,Assigned
155,1000,La Jolla,1000.0,15596.0,15596.0,0.0,,32.89099513682951-117.23905426644268,0.0,32.8909951368,-117.23905426600001,In process,1.0,1.0,2017-04-14T16:48:00,Pothole,Pothole,Assigned
156,1012,Mira Mesa,1012.0,15862.0,15862.0,0.0,,32.912598-117.148762,0.0,32.912597999999996,-117.148762,In process,1.0,1.0,2017-04-14T06:45:00,Pothole,Pothole,Assigned
157,1013,Kensington,1013.0,15863.0,15863.0,0.0,,32.755294-117.104589,0.0,32.755294,-117.10458899999999,In process,1.0,1.0,2017-04-14T06:43:00,Pothole,Pothole,Assigned
158,1017,Middletown,1017.0,15919.0,15919.0,0.0,,32.740818-117.1713886,0.0,32.740818,-117.1713886,In process,1.0,0.0,2017-04-13T18:49:00,Pothole,Pothole,Assigned
159,1025,Mission Valley East,1025.0,16184.0,16184.0,0.0,,32.7772394230055-117.14348118669432,0.0,32.777239423000005,-117.143481187,In process,1.0,1.0,2017-04-13T10:11:00,Pothole,Pothole,Acknowledged
160,1032,Allied Gardens,1032.0,16337.0,16337.0,0.0,,32.792916-117.085307,0.0,32.792916,-117.085307,In process,1.0,0.0,2017-04-12T22:01:00,Pothole,Pothole,Acknowledged
161,1035,Miramar Ranch North,1035.0,16419.0,16419.0,0.0,,32.94710766631954-117.10529832763672,0.0,32.9471076663,-117.10529832799999,In process,1.0,0.0,2017-04-12T17:17:00,Pothole,Pothole,Assigned
162,1041,Clairemont Mesa West,1041.0,16568.0,16568.0,0.0,,32.805730897674856-117.17732723260575,0.0,32.8057308977,-117.17732723299999,In process,1.0,1.0,2017-04-12T12:53:00,Pothole,Pothole,Assigned
163,1043,San Diego,1043.0,16608.0,16608.0,0.0,,32.55316099620662-116.9418917690562,0.0,32.5531609962,-116.941891769,In process,1.0,0.0,2017-04-12T11:30:00,Pothole,Pothole,Assigned
164,1053,Mission Valley East,1053.0,16887.0,16887.0,0.0,,32.7696782956205-117.1545687318939,0.0,32.7696782956,-117.154568732,In process,1.0,0.0,2017-04-11T18:07:00,Pothole,Pothole,Acknowledged
165,1055,Mission Valley East,1055.0,16947.0,16947.0,0.0,,32.76689054816934-117.15337552667576,0.0,32.7668905482,-117.15337552700001,In process,1.0,0.0,2017-04-11T17:25:00,Pothole,Pothole,Acknowledged
166,1065,Kearny Mesa,1065.0,17200.0,17200.0,0.0,,32.828125-117.163525,0.0,32.828125,-117.163525,In process,1.0,1.0,2017-04-11T08:45:00,Pothole,Pothole,Assigned
167,1073,Grantville,1073.0,17361.0,17361.0,0.0,,32.78502828471818-117.10152710547587,0.0,32.7850282847,-117.101527105,In process,1.0,0.0,2017-04-10T17:01:00,Pothole,Pothole,Acknowledged
168,1075,Tierrasanta,1075.0,17441.0,17441.0,0.0,,32.82928824000668-117.10340390198141,0.0,32.82928824,-117.10340390200001,In process,1.0,0.0,2017-04-10T14:45:00,Pothole,,Acknowledged
169,1076,Ridgeview-Webster,1076.0,17481.0,17481.0,0.0,,32.72884455624511-117.09976160549812,0.0,32.7288445562,-117.099761605,In process,1.0,1.0,2017-04-10T13:27:00,Pothole,Pothole,Assigned
170,1077,City Heights,1077.0,17552.0,17552.0,0.0,,32.749655-117.10662739999998,0.0,32.749655,-117.1066274,In process,1.0,0.0,2017-04-10T11:40:00,Pothole,Pothole,Assigned
171,1082,Old Town,1082.0,17689.0,17689.0,0.0,,32.74926558904025-117.19232807301637,0.0,32.749265589000004,-117.192328073,In process,1.0,1.0,2017-04-10T08:22:00,Pothole,Pothole,Assigned
172,1100,Clairemont Mesa East,1100.0,18332.0,18332.0,0.0,,32.814385-117.171256,0.0,32.814384999999994,-117.171256,In process,1.0,0.0,2017-04-07T19:29:00,Pothole,Pothole,Assigned
173,1114,Midway District,1114.0,18559.0,18559.0,0.0,,32.729547-117.173693,1.0,32.729547,-117.173693,In process,1.0,0.0,2017-04-07T10:13:00,Pothole,Pothole,Assigned
174,1144,Allied Gardens,1144.0,19598.0,19598.0,0.0,,32.80484402366395-117.0763826452438,0.0,32.8048440237,-117.076382645,In process,1.0,0.0,2017-04-04T18:35:00,Pothole,Pothole,Acknowledged
175,1191,Grantville,1191.0,20663.0,20663.0,0.0,,32.790352-117.104448,0.0,32.790352,-117.104448,In process,1.0,1.0,2017-04-01T20:45:00,Pothole,Pothole,Assigned
176,1219,San Diego,1219.0,21534.0,21534.0,0.0,,32.55866554960819-116.93604020996099,0.0,32.5586655496,-116.93604021,In process,1.0,0.0,2017-03-30T09:37:00,Pothole,Pothole,Assigned
177,1235,Pacific Beach,1235.0,22057.0,22057.0,0.0,,32.79357438232405-117.2332041423038,0.0,32.7935743823,-117.233204142,In process,1.0,0.0,2017-03-28T21:08:00,Pothole,Pothole,Assigned
178,1248,South Park,1248.0,22572.0,22572.0,0.0,,32.72907447072932-117.1287611873049,0.0,32.7290744707,-117.12876118700001,In process,1.0,0.0,2017-03-27T15:38:00,Pothole,Pothole,Assigned
179,1265,Pacific Beach,1265.0,22692.0,22692.0,0.0,,32.810043-117.2479,0.0,32.810043,-117.2479,In process,1.0,0.0,2017-03-27T12:17:00,Pothole,Pothole,Assigned
180,1298,Kearny Mesa,1298.0,23918.0,23918.0,0.0,,32.81720380587127-117.1532028164671,0.0,32.8172038059,-117.153202816,In process,1.0,0.0,2017-03-23T14:11:00,Pothole,Pothole,Assigned
181,1341,Clairemont Mesa West,1341.0,24865.0,24865.0,0.0,,32.80908910008714-117.17958554990149,0.0,32.8090891001,-117.17958555,In process,1.0,0.0,2017-03-21T13:42:00,Pothole,Pothole,Assigned
182,1384,Clairemont Mesa West,1384.0,26215.0,26215.0,0.0,,32.81792775730865-117.1813278739501,0.0,32.8179277573,-117.18132787399999,In process,1.0,1.0,2017-03-17T14:36:00,Pothole,Pothole,Assigned
183,1394,Linda Vista,1394.0,26522.0,26522.0,0.0,,32.78645257934256-117.1705558710891,0.0,32.7864525793,-117.170555871,In process,1.0,1.0,2017-03-16T19:25:00,Pothole,Pothole,Assigned
184,1395,Normal Heights,1395.0,26571.0,26571.0,0.0,,32.76286246486386-117.12217128413079,0.0,32.762862464899996,-117.12217128399999,In process,1.0,0.0,2017-03-16T17:23:00,Pothole,Pothole,Assigned
185,1398,Lake Murray,1398.0,26654.0,26654.0,0.0,,32.796988-117.01885500000003,0.0,32.796988,-117.018855,In process,1.0,0.0,2017-03-16T15:16:00,Pothole,Pothole,Assigned
186,1399,Normal Heights,1399.0,26683.0,26683.0,0.0,,32.76662980094583-117.11574746246073,0.0,32.7666298009,-117.115747462,In process,1.0,0.0,2017-03-16T14:18:00,Pothole,Pothole,Assigned
187,1414,Hillcrest,1414.0,26954.0,26954.0,0.0,,32.74114940537356-117.1483966009747,0.0,32.7411494054,-117.148396601,In process,1.0,0.0,2017-03-15T17:44:00,Pothole,Pothole,Assigned
188,1431,Pacific Beach,1431.0,27387.0,27387.0,0.0,,32.80136369192364-117.22961533074346,0.0,32.8013636919,-117.229615331,In process,1.0,1.0,2017-03-14T17:41:00,Pothole,Pothole,Assigned
189,1450,Serra Mesa,1450.0,27945.0,27945.0,0.0,,32.789762-117.144854,0.0,32.789761999999996,-117.14485400000001,In process,1.0,1.0,2017-03-13T13:02:00,Pothole,Pothole,Assigned
190,1499,Pacific Beach,1499.0,29254.0,29254.0,0.0,,32.795462124316465-117.25125517937326,0.0,32.795462124299995,-117.251255179,In process,1.0,0.0,2017-03-09T13:28:00,Pothole,Pothole,Assigned
191,1516,Grantville,1516.0,29614.0,29614.0,0.0,,32.791441608870805-117.09817891403242,0.0,32.7914416089,-117.098178914,In process,1.0,0.0,2017-03-08T16:11:00,Pothole,Pothole,Assigned
192,1518,Golden Hill,1518.0,29632.0,29632.0,0.0,,32.71697230000001-117.1231368,0.0,32.7169723,-117.1231368,In process,1.0,0.0,2017-03-08T15:31:00,Pothole,Pothole,Assigned
193,1550,Tierrasanta,1550.0,30294.0,30294.0,0.0,,32.82814756048075-117.10362462921142,0.0,32.8281475605,-117.103624629,In process,1.0,1.0,2017-03-07T09:02:00,Pothole,Pothole,Assigned
194,1565,Bay Ho,1565.0,30631.0,30631.0,0.0,,32.823061086268-117.2154297308225,0.0,32.8230610863,-117.215429731,In process,1.0,0.0,2017-03-06T12:24:00,Pothole,Pothole,Assigned
195,1578,Miramar,1578.0,30843.0,30843.0,0.0,,32.8918286-117.11876719999998,0.0,32.891828600000004,-117.11876720000001,In process,1.0,0.0,2017-03-06T06:53:00,Pothole,Pothole,Assigned
196,1592,La Jolla Alta,1592.0,31226.0,31226.0,0.0,,32.82079756872931-117.24076556893854,0.0,32.8207975687,-117.24076556899999,In process,1.0,0.0,2017-03-04T16:49:00,Pothole,Pothole,Assigned
197,1606,Bay Ho,1606.0,31414.0,31414.0,0.0,,32.81583349689172-117.210803423186,0.0,32.8158334969,-117.21080342299999,In process,1.0,0.0,2017-03-04T09:16:00,Pothole,Pothole,Assigned
198,1608,North Park,1608.0,31520.0,31520.0,0.0,,32.74102744022852-117.12289398418031,0.0,32.7410274402,-117.122893984,In process,1.0,0.0,2017-03-03T17:46:00,Pothole,Pothole,Assigned
199,1618,Jamacha Lomita,1618.0,31808.0,31808.0,0.0,,32.71807854532517-117.0254706592458,0.0,32.7180785453,-117.02547065899999,In process,1.0,0.0,2017-03-03T09:21:00,Pothole,Pothole,Assigned
200,1622,La Jolla,1622.0,31988.0,31988.0,0.0,,32.87465013739178-117.2336596007496,0.0,32.874650137399996,-117.233659601,In process,1.0,0.0,2017-03-02T18:06:00,Pothole,Pothole,Acknowledged
201,1624,Mission Valley West,1624.0,32026.0,32026.0,0.0,,32.7593592927165-117.189996270572,0.0,32.7593592927,-117.189996271,In process,1.0,1.0,2017-03-02T17:03:00,Pothole,Pothole,Assigned
202,1643,La Jolla,1643.0,32793.0,32793.0,0.0,,32.907937-117.242777,0.0,32.907937,-117.242777,In process,1.0,1.0,2017-03-01T10:13:00,Pothole,Pothole,Assigned
203,1647,Pacific Beach,1647.0,32870.0,32870.0,0.0,,32.79297902251854-117.2358767968763,0.0,32.7929790225,-117.235876797,In process,1.0,0.0,2017-03-01T08:45:00,Pothole,Pothole,Assigned
204,1666,Rancho Penasquitos,1666.0,33243.0,33243.0,0.0,,32.96788569565674-117.09488983075161,0.0,32.967885695700005,-117.094889831,In process,1.0,0.0,2017-02-28T13:38:00,Pothole,Pothole,Assigned
205,1670,North Park,1670.0,33388.0,33388.0,0.0,,32.750335-117.130169,0.0,32.750335,-117.130169,In process,1.0,0.0,2017-02-28T10:13:00,Pothole,Pothole,Assigned
206,1710,Kearny Mesa,1710.0,35071.0,35071.0,0.0,,32.832657-117.153268,0.0,32.832657,-117.153268,In process,1.0,0.0,2017-02-23T09:46:00,Pothole,Pothole,Assigned
207,1725,Ocean Beach,1725.0,35804.0,35804.0,0.0,,32.73663444553708-117.25537330452259,0.0,32.7366344455,-117.255373305,In process,1.0,0.0,2017-02-21T14:40:00,Pothole,Pothole,Assigned
208,1737,Clairemont Mesa East,1737.0,36315.0,36315.0,0.0,,32.822479-117.18351,0.0,32.822479,-117.18351000000001,In process,1.0,0.0,2017-02-20T13:36:00,Pothole,Pothole,Assigned
209,1752,Pacific Beach,1752.0,36744.0,36744.0,0.0,,32.798255-117.257203,0.0,32.798255,-117.257203,In process,1.0,0.0,2017-02-19T10:04:00,Pothole,Pothole,Assigned
210,1753,College East,1753.0,36864.0,36864.0,0.0,,32.76978760000001-117.04759308227847,0.0,32.7697876,-117.047593082,In process,1.0,0.0,2017-02-18T16:05:00,Pothole,Pothole,Assigned
211,1799,Pacific Beach,1799.0,38575.0,38575.0,0.0,,32.808658-117.2196179,0.0,32.808658,-117.2196179,In process,1.0,0.0,2017-02-14T10:37:00,Pothole,Pothole,Assigned
212,1800,El Cerrito,1800.0,38637.0,38637.0,0.0,,32.754749-117.074403,0.0,32.754749,-117.074403,In process,1.0,0.0,2017-02-14T08:34:00,Pothole,Pothole,Assigned
213,1835,Loma Heights,1835.0,39813.0,39813.0,0.0,,32.7418548-117.22203360000003,0.0,32.7418548,-117.22203359999999,In process,1.0,0.0,2017-02-10T14:49:00,Pothole,Pothole,Assigned
214,1864,Hidden Valley,1864.0,40748.0,40748.0,0.0,,32.841443826749206-117.25142336781454,0.0,32.8414438267,-117.25142336799999,In process,1.0,0.0,2017-02-08T10:45:00,Pothole,Pothole,Assigned
215,1885,University City,1885.0,41202.0,41202.0,0.0,,32.8703726415206-117.22084888893038,0.0,32.8703726415,-117.220848889,In process,1.0,0.0,2017-02-07T09:18:00,Pothole,Pothole,Assigned
216,1895,Midway District,1895.0,41624.0,41624.0,0.0,,32.74978279999999-117.20589419999999,0.0,32.7497828,-117.2058942,In process,1.0,0.0,2017-02-05T20:26:00,Pothole,Pothole,Assigned
217,1925,Pacific Beach,1925.0,42672.0,42672.0,0.0,,32.802712-117.215386,0.0,32.802712,-117.21538600000001,In process,1.0,0.0,2017-02-02T14:00:00,Pothole,Pothole,Assigned
218,1932,Encanto,1932.0,42838.0,42838.0,0.0,,32.7113028002284-117.05358533782959,0.0,32.7113028002,-117.05358533799999,In process,1.0,0.0,2017-02-02T09:16:00,Pothole,Pothole,Assigned
219,1934,Barrio Logan,1934.0,42871.0,42871.0,0.0,,32.6927922013687-117.13584294782311,0.0,32.692792201399996,-117.13584294799999,In process,1.0,0.0,2017-02-02T08:26:00,Pothole,Pothole,Assigned
220,1946,Clairemont Mesa East,1946.0,43373.0,43373.0,0.0,,32.82528753981486-117.18304443462357,0.0,32.8252875398,-117.183044435,In process,1.0,1.0,2017-02-01T08:13:00,Pothole,Pothole,Assigned
221,1948,Little Italy,1948.0,43426.0,43426.0,0.0,,32.72603326234886-117.17056682513123,0.0,32.7260332623,-117.170566825,In process,1.0,1.0,2017-02-01T06:08:00,Pothole,Pothole,Assigned
222,1977,Kearny Mesa,1977.0,44248.0,44248.0,0.0,,32.83283-117.159273,0.0,32.83283,-117.159273,In process,1.0,0.0,2017-01-30T10:13:00,Pothole,Pothole,Assigned
223,1980,Rancho Penasquitos,1980.0,44285.0,44285.0,0.0,,32.95982712367483-117.11627289241515,0.0,32.9598271237,-117.11627289200001,In process,1.0,0.0,2017-01-30T09:20:00,Pothole,Pothole,Assigned
224,2010,Mira Mesa,2010.0,44645.0,44645.0,0.0,,32.911346-117.137049,0.0,32.911346,-117.137049,In process,1.0,1.0,2017-01-29T12:33:00,Pothole,Pothole,Assigned
225,2067,Miramar,2067.0,45622.0,45622.0,0.0,,32.89685470553933-117.13636903686523,0.0,32.896854705500004,-117.13636903700001,In process,1.0,0.0,2017-01-27T09:47:00,Pothole,Pothole,Assigned
226,2100,Kearny Mesa,2100.0,46290.0,46290.0,0.0,,32.827247-117.148857,0.0,32.827247,-117.148857,In process,1.0,1.0,2017-01-26T09:59:00,Pothole,Pothole,Assigned
227,2136,Pacific Beach,2136.0,46999.0,46999.0,0.0,,32.80006328820483-117.2304474294748,0.0,32.8000632882,-117.230447429,In process,1.0,0.0,2017-01-25T10:53:00,Pothole,Pothole,Assigned
228,2182,Encanto,2182.0,47872.0,47872.0,0.0,,32.7101856-117.0639945,0.0,32.7101856,-117.0639945,In process,1.0,0.0,2017-01-24T11:31:00,Pothole,Pothole,Assigned
229,2184,Pacific Beach,2184.0,47900.0,47900.0,0.0,,32.78731472466786-117.23460346843495,0.0,32.787314724699996,-117.23460346799999,In process,1.0,0.0,2017-01-24T11:18:00,Pothole,Pothole,Assigned
230,2217,Mira Mesa,2217.0,48459.0,48459.0,0.0,,32.917335-117.12097,0.0,32.917334999999994,-117.12097,In process,1.0,1.0,2017-01-23T16:31:00,Pothole,Pothole,Assigned
231,2225,Morena,2225.0,48631.0,48631.0,0.0,,32.767020909757534-117.19037793610634,0.0,32.7670209098,-117.190377936,In process,1.0,0.0,2017-01-23T12:15:00,Pothole,Pothole,Assigned
232,2250,San Pasqual,2250.0,49298.0,49298.0,0.0,,33.088492-117.021502,0.0,33.088491999999995,-117.021502,In process,1.0,0.0,2017-01-22T09:32:00,Pothole,Pothole,Assigned
233,2254,Clairemont Mesa East,2254.0,49506.0,49506.0,0.0,,32.8263955749877-117.1831319947887,0.0,32.826395575,-117.183131995,In process,1.0,0.0,2017-01-21T15:26:00,Pothole,Pothole,Assigned
234,2259,Mira Mesa,2259.0,49685.0,49685.0,0.0,,32.92157-117.1357333333333,0.0,32.92157,-117.13573333299999,In process,1.0,0.0,2017-01-21T10:28:00,Pothole,Pothole,Assigned
235,2280,Clairemont Mesa West,2280.0,50411.0,50411.0,0.0,,32.801212-117.185136,0.0,32.801212,-117.18513600000001,In process,1.0,0.0,2017-01-20T07:39:00,Pothole,Pothole,Assigned
236,2282,Mira Mesa,2282.0,50443.0,50443.0,0.0,,32.928856-117.15839,0.0,32.928856,-117.15839,In process,1.0,0.0,2017-01-19T21:17:00,Pothole,Pothole,Assigned
237,2312,Kearny Mesa,2312.0,51105.0,51105.0,0.0,,32.83290300670608-117.1310248466912,0.0,32.8329030067,-117.131024847,In process,1.0,0.0,2017-01-18T11:40:00,Pothole,Pothole,Assigned
238,2328,Clairemont Mesa East,2328.0,51701.0,51701.0,0.0,,32.80434144663886-117.1618251131076,0.0,32.8043414466,-117.16182511299999,In process,1.0,0.0,2017-01-17T09:34:00,Pothole,Pothole,Assigned
239,2347,Loma Portal,2347.0,52236.0,52236.0,0.0,,32.75646250698041-117.2252346296955,0.0,32.756462506999995,-117.22523463,In process,1.0,1.0,2017-01-15T18:50:00,Pothole,Pothole,Assigned
240,2383,Del Cerro,2383.0,53512.0,53512.0,0.0,,32.78157726539703-117.06363635606692,0.0,32.7815772654,-117.063636356,In process,1.0,1.0,2017-01-12T11:30:00,Pothole,Pothole,Assigned
241,2392,Core-Columbia,2392.0,53847.0,53847.0,0.0,,32.71598664346577-117.164676371921,0.0,32.715986643499996,-117.164676372,In process,1.0,0.0,2017-01-11T13:49:00,Pothole,Pothole,Assigned
242,2394,University City,2394.0,53910.0,53910.0,0.0,,32.876141086546276-117.21830204550781,0.0,32.8761410865,-117.218302046,In process,1.0,0.0,2017-01-11T11:41:00,Pothole,Pothole,Assigned
243,2572,Montsoué,2572.0,,,,,,,,,,,,,,,
244,4972,Hillcrest,2399.0,53996.0,53996.0,0.0,,32.74646492228329-117.14633381097565,0.0,32.7464649223,-117.146333811,In process,1.0,0.0,2017-01-11T09:22:00,Pothole,Pothole,Assigned
245,4987,Cortez,2414.0,54601.0,54601.0,0.0,,32.7199041-117.1593048,0.0,32.7199041,-117.1593048,In process,1.0,0.0,2017-01-10T12:10:00,Pothole,Pothole,Assigned
246,5005,University Heights,2432.0,54960.0,54960.0,0.0,,32.768535481921646-117.14143304748546,0.0,32.7685354819,-117.141433047,In process,1.0,1.0,2017-01-09T23:07:00,Pothole,Pothole,Assigned
247,5031,Mission Valley East,2458.0,55614.0,55614.0,0.0,,32.76701553337276-117.1577230045171,0.0,32.7670155334,-117.157723005,In process,1.0,1.0,2017-01-08T07:47:00,Pothole,Pothole,Assigned
248,5059,Clairemont Mesa East,2486.0,57385.0,57385.0,0.0,,32.82573311028615-117.18454822326181,0.0,32.8257331103,-117.184548223,In process,1.0,0.0,2017-01-02T11:37:00,Pothole,Pothole,Assigned
249,5098,Hillcrest,2525.0,60229.0,60229.0,0.0,,32.7501297449112-117.1580371549148,0.0,32.7501297449,-117.158037155,In process,1.0,1.0,2016-12-20T15:45:00,Pothole,Pothole,Assigned
250,5107,Clairemont Mesa West,2534.0,60949.0,60949.0,0.0,,32.80306886418983-117.1783486941058,0.0,32.8030688642,-117.178348694,In process,1.0,0.0,2016-12-16T18:16:00,Pothole,Pothole,Assigned
251,5112,Del Cerro,2539.0,62399.0,62399.0,0.0,,32.783364-117.061883,0.0,32.783364,-117.06188300000001,In process,1.0,0.0,2016-12-09T23:10:00,Pothole,Pothole,Assigned
252,5118,La Playa,2545.0,64295.0,64295.0,0.0,,32.7191789-117.234714,0.0,32.719178899999996,-117.234714,In process,1.0,0.0,2016-12-02T09:28:00,Pothole,Pothole,Assigned
253,5122,Miramar Ranch North,2549.0,65539.0,65539.0,0.0,,32.93500173840014-117.0886840392995,0.0,32.935001738400004,-117.088684039,In process,1.0,0.0,2016-11-26T12:53:00,Pothole,Pothole,Assigned
254,5127,La Jolla Shores,2554.0,69840.0,69840.0,0.0,,32.8550899-117.2555848,0.0,32.855089899999996,-117.2555848,In process,1.0,0.0,2016-11-04T09:44:00,Pothole,Pothole,Assigned
255,5128,Kensington,2555.0,70921.0,70921.0,0.0,,32.76452364728704-117.098880125209,0.0,32.7645236473,-117.098880125,In process,1.0,0.0,2016-10-30T10:50:00,Pothole,Pothole,Assigned
256,5131,Loma Portal,2558.0,73676.0,73676.0,0.0,,32.75590449771817-117.22239284439081,0.0,32.7559044977,-117.222392844,In process,1.0,0.0,2016-10-14T19:56:00,Pothole,Pothole,Assigned
257,5134,Serra Mesa,2561.0,76245.0,76245.0,0.0,,32.78012843709192-117.1330131849759,1.0,32.780128437100004,-117.133013185,In process,1.0,1.0,2016-10-01T14:55:00,Pothole,Pothole,Acknowledged
258,5141,La Jolla Heights,2568.0,91511.0,91511.0,0.0,,32.84698291219105-117.2443096620191,0.0,32.8469829122,-117.244309662,In process,1.0,0.0,2016-07-13T17:47:00,Pothole,Pothole,Assigned
